subscription_id,user_id,plan_type,start_date,end_date,monthly_price,subscription_status,renewal_status
SUB00011336,106684,Pro,2024-09-01,2024-11-01,49,Ended,Renewed
SUB00011337,106684,Pro,2024-11-02,2025-04-02,49,Ended,Renewed
SUB00011338,106684,Pro,2025-04-03,2026-03-03,49,Ended,Renewed
SUB00011339,106684,Pro,2026-03-04,2026-08-31,49,Active,Pending
SUB00011340,106685,Free,2025-06-13,2025-11-13,0,Ended,Renewed
SUB00011341,106685,Basic,2025-11-14,2026-02-14,19,Active,Renewed
SUB00011342,106686,Free,2025-05-13,2026-02-13,0,Active,Renewed
SUB00011343,106687,Free,2022-03-21,2022-12-21,0,Ended,Renewed
SUB00011344,106687,Free,2022-12-22,2023-10-22,0,Ended,Renewed
SUB00011345,106687,Free,2023-10-23,2024-08-23,0,Ended,Renewed
SUB00011346,106687,Free,2024-08-24,2025-03-24,0,Active,Renewed
SUB00011347,106688,Free,2026-05-25,2026-08-31,0,Active,Pending
SUB00011348,106689,Free,2024-12-24,2025-10-24,0,Active,Renewed
SUB00011349,106690,Pro,2024-10-27,2025-08-27,49,Active,Renewed
SUB00011350,106691,Free,2026-03-21,2026-08-31,0,Active,Pending
SUB00011351,106692,Free,2022-08-29,2023-05-29,0,Ended,Renewed
SUB00011352,106692,Free,2023-05-30,2024-03-30,0,Active,Renewed
SUB00011353,106693,Free,2022-07-10,2023-01-10,0,Ended,Renewed
SUB00011354,106693,Free,2023-01-11,2023-03-11,0,Expired,Not Renewed
SUB00011355,106694,Free,2024-09-14,2025-03-14,0,Ended,Renewed
SUB00011356,106694,Free,2025-03-15,2025-11-15,0,Active,Renewed
SUB00011357,106695,Free,2025-09-12,2026-02-12,0,Expired,Not Renewed
SUB00011358,106696,Free,2022-09-24,2023-06-24,0,Ended,Renewed
SUB00011359,106696,Basic,2023-06-25,2024-02-25,19,Ended,Renewed
SUB00011360,106696,Basic,2024-02-26,2024-07-26,19,Active,Renewed
SUB00011361,106697,Pro,2025-05-20,2025-11-20,49,Expired,Not Renewed
SUB00011362,106698,Basic,2025-01-09,2025-05-09,19,Ended,Renewed
SUB00011363,106698,Basic,2025-05-10,2026-01-10,19,Ended,Renewed
SUB00011364,106698,Basic,2026-01-11,2026-08-31,19,Active,Pending
SUB00011365,106699,Basic,2026-08-22,2026-08-31,19,Ended,Renewed
SUB00011366,106700,Free,2022-01-03,2022-03-03,0,Expired,Not Renewed
SUB00011367,106701,Basic,2026-05-06,2026-08-31,19,Ended,Renewed
SUB00011368,106702,Pro,2025-10-21,2026-01-21,49,Expired,Not Renewed
SUB00011369,106703,Pro,2025-08-22,2026-03-22,49,Active,Renewed
SUB00011370,106704,Pro,2024-06-02,2024-07-02,49,Ended,Renewed
SUB00011371,106704,Pro,2024-07-03,2024-12-03,49,Active,Renewed
SUB00011372,106705,Basic,2024-12-05,2025-06-05,19,Expired,Not Renewed
SUB00011373,106706,Basic,2024-05-11,2025-01-11,19,Active,Renewed
SUB00011374,106707,Basic,2024-01-29,2025-01-29,19,Active,Renewed
SUB00011375,106708,Basic,2022-03-30,2023-03-30,19,Ended,Renewed
SUB00011376,106708,Basic,2023-03-31,2024-03-31,19,Active,Renewed
SUB00011377,106709,Basic,2025-11-29,2026-03-29,19,Ended,Renewed
SUB00011378,106709,Basic,2026-03-30,2026-08-31,19,Active,Pending
SUB00011379,106710,Free,2024-12-21,2025-08-21,0,Ended,Renewed
SUB00011380,106710,Free,2025-08-22,2026-07-22,0,Active,Renewed
SUB00011381,106711,Free,2024-05-28,2024-09-28,0,Active,Renewed
SUB00011382,106712,Basic,2023-04-15,2023-11-15,19,Active,Renewed
SUB00011383,106713,Free,2026-07-02,2026-08-31,0,Active,Pending
SUB00011384,106714,Free,2024-09-14,2024-11-14,0,Expired,Not Renewed
SUB00011385,106715,Basic,2026-06-06,2026-08-31,19,Active,Pending
SUB00011386,106716,Basic,2026-04-24,2026-08-24,19,Cancelled,Cancelled
SUB00011387,106717,Free,2024-02-20,2025-02-20,0,Ended,Renewed
SUB00011388,106717,Free,2025-02-21,2025-12-21,0,Active,Renewed
SUB00011389,106718,Basic,2023-12-19,2024-11-19,19,Ended,Renewed
SUB00011390,106718,Basic,2024-11-20,2025-06-20,19,Active,Renewed
SUB00011391,106719,Free,2025-04-21,2026-01-21,0,Ended,Renewed
SUB00011392,106719,Free,2026-01-22,2026-07-22,0,Active,Renewed
SUB00011393,106720,Free,2026-07-06,2026-08-31,0,Ended,Renewed
SUB00011394,106721,Free,2026-02-27,2026-08-31,0,Active,Pending
SUB00011395,106722,Free,2026-04-09,2026-08-31,0,Active,Pending
SUB00011396,106723,Free,2025-11-27,2025-12-27,0,Ended,Renewed
SUB00011397,106723,Basic,2025-12-28,2026-03-28,19,Active,Renewed
SUB00011398,106724,Free,2025-03-25,2025-11-25,0,Active,Renewed
SUB00011399,106725,Free,2022-07-20,2022-09-20,0,Ended,Renewed
SUB00011400,106725,Basic,2022-09-21,2023-05-21,19,Active,Renewed
SUB00011401,106726,Free,2024-05-21,2024-10-21,0,Ended,Renewed
SUB00011402,106726,Basic,2024-10-22,2025-09-22,19,Ended,Renewed
SUB00011403,106726,Pro,2025-09-23,2025-12-23,49,Active,Renewed
SUB00011404,106727,Basic,2022-10-02,2023-05-02,19,Ended,Renewed
SUB00011405,106727,Pro,2023-05-03,2023-09-03,49,Active,Renewed
SUB00011406,106728,Free,2023-06-06,2023-09-06,0,Cancelled,Cancelled
SUB00011407,106729,Free,2024-09-04,2025-02-04,0,Ended,Renewed
SUB00011408,106729,Free,2025-02-05,2026-02-05,0,Active,Renewed
SUB00011409,106730,Enterprise,2026-04-18,2026-08-31,149,Ended,Renewed
SUB00011410,106731,Free,2023-04-22,2023-07-22,0,Cancelled,Cancelled
SUB00011411,106732,Free,2022-06-21,2023-03-21,0,Ended,Renewed
SUB00011412,106732,Free,2023-03-22,2023-10-22,0,Active,Renewed
SUB00011413,106733,Free,2023-08-04,2024-01-04,0,Active,Renewed
SUB00011414,106734,Basic,2025-05-10,2025-08-10,19,Ended,Renewed
SUB00011415,106734,Basic,2025-08-11,2026-07-11,19,Active,Renewed
SUB00011416,106735,Basic,2025-01-18,2025-05-18,19,Active,Renewed
SUB00011417,106736,Free,2024-04-16,2024-12-16,0,Ended,Renewed
SUB00011418,106736,Basic,2024-12-17,2025-06-17,19,Active,Renewed
SUB00011419,106737,Free,2023-06-12,2023-08-12,0,Ended,Renewed
SUB00011420,106737,Free,2023-08-13,2023-09-13,0,Expired,Not Renewed
SUB00011421,106738,Free,2023-01-23,2023-08-23,0,Ended,Renewed
SUB00011422,106738,Free,2023-08-24,2023-12-24,0,Active,Renewed
SUB00011423,106739,Free,2022-01-12,2022-11-12,0,Ended,Renewed
SUB00011424,106739,Free,2022-11-13,2023-10-13,0,Ended,Renewed
SUB00011425,106739,Free,2023-10-14,2024-01-14,0,Active,Renewed
SUB00011426,106740,Basic,2025-12-23,2026-08-23,19,Expired,Not Renewed
SUB00011427,106741,Basic,2026-03-03,2026-08-31,19,Ended,Renewed
SUB00011428,106742,Free,2026-06-05,2026-08-31,0,Ended,Renewed
SUB00011429,106743,Basic,2022-01-15,2022-05-15,19,Active,Renewed
SUB00011430,106744,Free,2025-03-29,2026-01-29,0,Ended,Renewed
SUB00011431,106744,Basic,2026-01-30,2026-08-30,19,Ended,Renewed
SUB00011432,106744,Basic,2026-08-31,2026-08-31,19,Active,Pending
SUB00011433,106745,Free,2024-12-06,2025-07-06,0,Active,Renewed
SUB00011434,106746,Basic,2022-08-30,2023-05-30,19,Ended,Renewed
SUB00011435,106746,Basic,2023-05-31,2023-11-30,19,Active,Renewed
SUB00011436,106747,Free,2024-11-30,2025-03-30,0,Ended,Renewed
SUB00011437,106747,Free,2025-03-31,2025-08-31,0,Ended,Renewed
SUB00011438,106747,Basic,2025-09-01,2026-06-01,19,Ended,Renewed
SUB00011439,106747,Pro,2026-06-02,2026-08-31,49,Active,Pending
SUB00011440,106748,Free,2022-01-15,2022-06-15,0,Ended,Renewed
SUB00011441,106748,Pro,2022-06-16,2022-10-16,49,Active,Renewed
SUB00011442,106749,Free,2024-02-08,2024-08-08,0,Expired,Not Renewed
SUB00011443,106750,Free,2025-09-02,2026-07-02,0,Ended,Renewed
SUB00011444,106750,Free,2026-07-03,2026-08-31,0,Active,Pending
SUB00011445,106751,Free,2023-02-25,2023-03-25,0,Cancelled,Cancelled
SUB00011446,106752,Free,2025-11-09,2026-08-31,0,Ended,Renewed
SUB00011447,106753,Free,2026-07-06,2026-08-06,0,Ended,Renewed
SUB00011448,106753,Free,2026-08-07,2026-08-31,0,Ended,Renewed
SUB00011449,106754,Free,2023-10-09,2024-03-09,0,Ended,Renewed
SUB00011450,106754,Free,2024-03-10,2025-02-10,0,Active,Renewed
SUB00011451,106755,Free,2024-04-17,2024-07-17,0,Active,Renewed
SUB00011452,106756,Free,2024-01-12,2024-08-12,0,Ended,Renewed
SUB00011453,106756,Free,2024-08-13,2025-04-13,0,Ended,Renewed
SUB00011454,106756,Basic,2025-04-14,2026-02-14,19,Active,Renewed
SUB00011455,106757,Free,2022-08-07,2023-06-07,0,Ended,Renewed
SUB00011456,106757,Free,2023-06-08,2023-07-08,0,Expired,Not Renewed
SUB00011457,106758,Free,2022-11-13,2023-05-13,0,Active,Renewed
SUB00011458,106759,Free,2024-05-22,2025-01-22,0,Ended,Renewed
SUB00011459,106759,Free,2025-01-23,2025-11-23,0,Ended,Renewed
SUB00011460,106759,Free,2025-11-24,2026-08-31,0,Ended,Renewed
SUB00011461,106760,Pro,2025-08-27,2026-05-27,49,Ended,Renewed
SUB00011462,106760,Pro,2026-05-28,2026-08-31,49,Ended,Renewed
SUB00011463,106761,Free,2025-04-13,2025-08-13,0,Ended,Renewed
SUB00011464,106761,Free,2025-08-14,2026-08-14,0,Ended,Renewed
SUB00011465,106761,Free,2026-08-15,2026-08-31,0,Cancelled,Cancelled
SUB00011466,106762,Basic,2023-06-04,2024-04-04,19,Ended,Renewed
SUB00011467,106762,Basic,2024-04-05,2024-07-05,19,Ended,Renewed
SUB00011468,106762,Basic,2024-07-06,2025-02-06,19,Ended,Renewed
SUB00011469,106762,Basic,2025-02-07,2025-06-07,19,Active,Renewed
SUB00011470,106763,Free,2023-06-20,2024-03-20,0,Active,Renewed
SUB00011471,106764,Basic,2025-01-02,2025-05-02,19,Cancelled,Cancelled
SUB00011472,106765,Basic,2024-05-17,2025-02-17,19,Ended,Renewed
SUB00011473,106765,Pro,2025-02-18,2025-09-18,49,Ended,Renewed
SUB00011474,106765,Pro,2025-09-19,2025-12-19,49,Active,Renewed
SUB00011475,106766,Basic,2025-03-02,2026-01-02,19,Ended,Renewed
SUB00011476,106766,Basic,2026-01-03,2026-07-03,19,Expired,Not Renewed
SUB00011477,106767,Free,2024-01-19,2024-04-19,0,Ended,Renewed
SUB00011478,106767,Free,2024-04-20,2024-11-20,0,Ended,Renewed
SUB00011479,106767,Pro,2024-11-21,2025-02-21,49,Active,Renewed
SUB00011480,106768,Basic,2025-06-07,2026-01-07,19,Ended,Renewed
SUB00011481,106768,Basic,2026-01-08,2026-06-08,19,Ended,Renewed
SUB00011482,106768,Basic,2026-06-09,2026-08-31,19,Ended,Renewed
SUB00011483,106769,Basic,2023-07-19,2024-06-19,19,Ended,Renewed
SUB00011484,106769,Basic,2024-06-20,2025-03-20,19,Ended,Renewed
SUB00011485,106769,Basic,2025-03-21,2026-02-21,19,Active,Renewed
SUB00011486,106770,Basic,2025-10-25,2026-01-25,19,Active,Renewed
SUB00011487,106771,Free,2024-03-24,2024-07-24,0,Active,Renewed
SUB00011488,106772,Free,2026-03-27,2026-08-31,0,Ended,Renewed
SUB00011489,106773,Enterprise,2023-02-22,2023-06-22,149,Active,Renewed
SUB00011490,106774,Basic,2024-04-26,2024-08-26,19,Ended,Renewed
SUB00011491,106774,Basic,2024-08-27,2025-02-27,19,Ended,Renewed
SUB00011492,106774,Basic,2025-02-28,2025-07-28,19,Ended,Renewed
SUB00011493,106774,Basic,2025-07-29,2026-01-29,19,Active,Renewed
SUB00011494,106775,Enterprise,2025-02-04,2025-10-04,149,Ended,Renewed
SUB00011495,106775,Enterprise,2025-10-05,2025-12-05,149,Ended,Renewed
SUB00011496,106775,Enterprise,2025-12-06,2026-02-06,149,Ended,Renewed
SUB00011497,106775,Enterprise,2026-02-07,2026-08-31,149,Active,Pending
SUB00011498,106776,Basic,2026-05-25,2026-08-31,19,Ended,Renewed
SUB00011499,106777,Basic,2025-02-15,2025-03-15,19,Ended,Renewed
SUB00011500,106777,Basic,2025-03-16,2025-04-16,19,Ended,Renewed
SUB00011501,106777,Free,2025-04-17,2025-11-17,0,Active,Renewed
SUB00011502,106778,Free,2024-09-15,2025-03-15,0,Ended,Renewed
SUB00011503,106778,Free,2025-03-16,2025-10-16,0,Expired,Not Renewed
SUB00011504,106779,Free,2023-01-02,2023-05-02,0,Cancelled,Cancelled
SUB00011505,106780,Free,2024-01-29,2024-12-29,0,Ended,Renewed
SUB00011506,106780,Free,2024-12-30,2025-09-30,0,Active,Renewed
SUB00011507,106781,Free,2025-02-19,2025-08-19,0,Ended,Renewed
SUB00011508,106781,Free,2025-08-20,2025-12-20,0,Expired,Not Renewed
SUB00011509,106782,Free,2025-02-10,2025-05-10,0,Active,Renewed
SUB00011510,106783,Free,2024-09-17,2025-03-17,0,Ended,Renewed
SUB00011511,106783,Free,2025-03-18,2025-04-18,0,Ended,Renewed
SUB00011512,106783,Free,2025-04-19,2025-07-19,0,Active,Renewed
SUB00011513,106784,Free,2023-06-04,2024-04-04,0,Ended,Renewed
SUB00011514,106784,Free,2024-04-05,2025-01-05,0,Active,Renewed
SUB00011515,106785,Free,2023-09-21,2024-01-21,0,Ended,Renewed
SUB00011516,106785,Free,2024-01-22,2025-01-22,0,Ended,Renewed
SUB00011517,106785,Basic,2025-01-23,2025-09-23,19,Ended,Renewed
SUB00011518,106785,Basic,2025-09-24,2026-07-24,19,Active,Renewed
SUB00011519,106786,Free,2025-03-29,2025-07-29,0,Ended,Renewed
SUB00011520,106786,Free,2025-07-30,2025-12-30,0,Ended,Renewed
SUB00011521,106786,Free,2025-12-31,2026-08-31,0,Ended,Renewed
SUB00011522,106787,Free,2023-12-07,2024-05-07,0,Ended,Renewed
SUB00011523,106787,Free,2024-05-08,2025-05-08,0,Ended,Renewed
SUB00011524,106787,Free,2025-05-09,2025-09-09,0,Ended,Renewed
SUB00011525,106787,Free,2025-09-10,2026-08-10,0,Active,Renewed
SUB00011526,106788,Free,2026-05-05,2026-08-31,0,Ended,Renewed
SUB00011527,106789,Free,2025-12-15,2026-08-31,0,Ended,Renewed
SUB00011528,106790,Basic,2024-03-26,2025-03-26,19,Active,Renewed
SUB00011529,106791,Free,2026-02-15,2026-08-31,0,Ended,Renewed
SUB00011530,106792,Free,2022-10-10,2022-12-10,0,Ended,Renewed
SUB00011531,106792,Free,2022-12-11,2023-04-11,0,Active,Renewed
SUB00011532,106793,Free,2025-09-12,2026-02-12,0,Ended,Renewed
SUB00011533,106793,Free,2026-02-13,2026-04-13,0,Ended,Renewed
SUB00011534,106793,Free,2026-04-14,2026-08-31,0,Ended,Renewed
SUB00011535,106794,Free,2022-09-01,2023-04-01,0,Ended,Renewed
SUB00011536,106794,Free,2023-04-02,2023-05-02,0,Ended,Renewed
SUB00011537,106794,Free,2023-05-03,2023-11-03,0,Ended,Renewed
SUB00011538,106794,Free,2023-11-04,2024-03-04,0,Active,Renewed
SUB00011539,106795,Free,2026-03-12,2026-08-31,0,Cancelled,Cancelled
SUB00011540,106796,Free,2023-04-16,2023-07-16,0,Ended,Renewed
SUB00011541,106796,Basic,2023-07-17,2024-04-17,19,Active,Renewed
SUB00011542,106797,Basic,2024-07-03,2025-05-03,19,Ended,Renewed
SUB00011543,106797,Basic,2025-05-04,2025-11-04,19,Active,Renewed
SUB00011544,106798,Free,2026-05-23,2026-08-31,0,Ended,Renewed
SUB00011545,106799,Free,2025-12-03,2026-07-03,0,Expired,Not Renewed
SUB00011546,106800,Free,2022-11-28,2023-07-28,0,Expired,Not Renewed
SUB00011547,106801,Free,2022-07-25,2023-06-25,0,Ended,Renewed
SUB00011548,106801,Free,2023-06-26,2024-02-26,0,Active,Renewed
SUB00011549,106802,Pro,2023-03-16,2023-07-16,49,Ended,Renewed
SUB00011550,106802,Pro,2023-07-17,2023-11-17,49,Ended,Renewed
SUB00011551,106802,Pro,2023-11-18,2024-04-18,49,Active,Renewed
SUB00011552,106803,Free,2024-11-07,2025-01-07,0,Ended,Renewed
SUB00011553,106803,Free,2025-01-08,2025-08-08,0,Ended,Renewed
SUB00011554,106803,Free,2025-08-09,2026-08-09,0,Active,Renewed
SUB00011555,106804,Free,2024-03-31,2024-06-30,0,Ended,Renewed
SUB00011556,106804,Free,2024-07-01,2024-10-01,0,Active,Renewed
SUB00011557,106805,Free,2026-05-29,2026-08-29,0,Ended,Renewed
SUB00011558,106805,Free,2026-08-30,2026-08-31,0,Active,Pending
SUB00011559,106806,Free,2023-11-25,2024-03-25,0,Active,Renewed
SUB00011560,106807,Free,2026-06-29,2026-08-29,0,Ended,Renewed
SUB00011561,106807,Free,2026-08-30,2026-08-31,0,Cancelled,Cancelled
SUB00011562,106808,Basic,2025-02-01,2025-10-01,19,Active,Renewed
SUB00011563,106809,Free,2025-06-11,2026-04-11,0,Cancelled,Cancelled
SUB00011564,106810,Free,2025-11-28,2026-04-28,0,Ended,Renewed
SUB00011565,106810,Free,2026-04-29,2026-08-31,0,Active,Pending
SUB00011566,106811,Free,2025-11-02,2026-01-02,0,Ended,Renewed
SUB00011567,106811,Basic,2026-01-03,2026-07-03,19,Active,Renewed
SUB00011568,106812,Free,2025-12-18,2026-03-18,0,Ended,Renewed
SUB00011569,106812,Free,2026-03-19,2026-08-31,0,Active,Pending
SUB00011570,106813,Free,2022-04-17,2022-09-17,0,Ended,Renewed
SUB00011571,106813,Free,2022-09-18,2023-06-18,0,Active,Renewed
SUB00011572,106814,Free,2022-11-26,2023-10-26,0,Cancelled,Cancelled
SUB00011573,106815,Free,2024-03-07,2025-03-07,0,Ended,Renewed
SUB00011574,106815,Free,2025-03-08,2025-10-08,0,Ended,Renewed
SUB00011575,106815,Free,2025-10-09,2026-04-09,0,Active,Renewed
SUB00011576,106816,Free,2025-07-26,2025-10-26,0,Active,Renewed
SUB00011577,106817,Free,2022-01-11,2022-05-11,0,Active,Renewed
SUB00011578,106818,Free,2026-07-06,2026-08-31,0,Ended,Renewed
SUB00011579,106819,Free,2022-07-06,2022-11-06,0,Ended,Renewed
SUB00011580,106819,Free,2022-11-07,2023-06-07,0,Ended,Renewed
SUB00011581,106819,Free,2023-06-08,2023-12-08,0,Ended,Renewed
SUB00011582,106819,Free,2023-12-09,2024-09-09,0,Active,Renewed
SUB00011583,106820,Free,2026-08-14,2026-08-31,0,Ended,Renewed
SUB00011584,106821,Basic,2022-10-25,2023-01-25,19,Cancelled,Cancelled
SUB00011585,106822,Free,2024-08-23,2025-08-23,0,Cancelled,Cancelled
SUB00011586,106823,Pro,2025-05-14,2025-07-14,49,Ended,Renewed
SUB00011587,106823,Pro,2025-07-15,2025-09-15,49,Ended,Renewed
SUB00011588,106823,Pro,2025-09-16,2026-03-16,49,Active,Renewed
SUB00011589,106824,Free,2024-06-10,2025-03-10,0,Active,Renewed
SUB00011590,106825,Pro,2022-06-30,2023-03-30,49,Active,Renewed
SUB00011591,106826,Basic,2022-05-12,2022-09-12,19,Ended,Renewed
SUB00011592,106826,Basic,2022-09-13,2023-09-13,19,Active,Renewed
SUB00011593,106827,Free,2023-06-23,2024-02-23,0,Ended,Renewed
SUB00011594,106827,Free,2024-02-24,2024-05-24,0,Active,Renewed
SUB00011595,106828,Basic,2023-03-31,2024-03-31,19,Active,Renewed
SUB00011596,106829,Free,2024-01-30,2024-05-30,0,Expired,Not Renewed
SUB00011597,106830,Free,2022-06-13,2022-09-13,0,Ended,Renewed
SUB00011598,106830,Free,2022-09-14,2023-06-14,0,Ended,Renewed
SUB00011599,106830,Pro,2023-06-15,2024-01-15,49,Ended,Renewed
SUB00011600,106830,Pro,2024-01-16,2024-05-16,49,Active,Renewed
SUB00011601,106831,Basic,2025-06-01,2025-10-01,19,Ended,Renewed
SUB00011602,106831,Basic,2025-10-02,2026-03-02,19,Ended,Renewed
SUB00011603,106831,Basic,2026-03-03,2026-08-31,19,Active,Pending
SUB00011604,106832,Basic,2022-03-19,2022-06-19,19,Expired,Not Renewed
SUB00011605,106833,Free,2026-01-23,2026-08-31,0,Active,Pending
SUB00011606,106834,Free,2024-02-27,2024-07-27,0,Expired,Not Renewed
SUB00011607,106835,Basic,2024-03-31,2024-08-31,19,Expired,Not Renewed
SUB00011608,106836,Basic,2025-06-11,2026-03-11,19,Active,Renewed
SUB00011609,106837,Free,2025-09-05,2026-04-05,0,Ended,Renewed
SUB00011610,106837,Free,2026-04-06,2026-06-06,0,Cancelled,Cancelled
SUB00011611,106838,Free,2024-12-03,2025-03-03,0,Active,Renewed
SUB00011612,106839,Free,2023-08-10,2023-09-10,0,Expired,Not Renewed
SUB00011613,106840,Free,2025-12-28,2026-02-28,0,Ended,Renewed
SUB00011614,106840,Free,2026-03-01,2026-08-31,0,Active,Pending
SUB00011615,106841,Free,2025-05-08,2025-06-08,0,Expired,Not Renewed
SUB00011616,106842,Free,2022-04-28,2023-04-28,0,Ended,Renewed
SUB00011617,106842,Free,2023-04-29,2023-12-29,0,Ended,Renewed
SUB00011618,106842,Free,2023-12-30,2024-10-30,0,Ended,Renewed
SUB00011619,106842,Pro,2024-10-31,2025-10-31,49,Active,Renewed
SUB00011620,106843,Free,2026-05-04,2026-08-31,0,Active,Pending
SUB00011621,106844,Free,2026-08-07,2026-08-31,0,Ended,Renewed
SUB00011622,106845,Basic,2022-12-25,2023-02-25,19,Ended,Renewed
SUB00011623,106845,Basic,2023-02-26,2023-11-26,19,Active,Renewed
SUB00011624,106846,Free,2025-08-04,2026-01-04,0,Active,Renewed
SUB00011625,106847,Basic,2024-10-09,2024-11-09,19,Expired,Not Renewed
SUB00011626,106848,Free,2024-06-18,2025-04-18,0,Ended,Renewed
SUB00011627,106848,Free,2025-04-19,2025-12-19,0,Cancelled,Cancelled
SUB00011628,106849,Free,2022-01-22,2022-09-22,0,Cancelled,Cancelled
SUB00011629,106850,Basic,2023-02-18,2023-06-18,19,Ended,Renewed
SUB00011630,106850,Basic,2023-06-19,2023-12-19,19,Ended,Renewed
SUB00011631,106850,Basic,2023-12-20,2024-12-20,19,Active,Renewed
SUB00011632,106851,Free,2025-09-07,2026-08-31,0,Active,Pending
SUB00011633,106852,Free,2026-07-05,2026-08-31,0,Ended,Renewed
SUB00011634,106853,Free,2024-11-27,2025-07-27,0,Cancelled,Cancelled
SUB00011635,106854,Free,2023-08-09,2023-10-09,0,Expired,Not Renewed
SUB00011636,106855,Free,2023-02-03,2023-11-03,0,Active,Renewed
SUB00011637,106856,Pro,2022-03-10,2022-07-10,49,Ended,Renewed
SUB00011638,106856,Pro,2022-07-11,2023-04-11,49,Active,Renewed
SUB00011639,106857,Free,2026-05-25,2026-08-31,0,Ended,Renewed
SUB00011640,106858,Free,2025-05-12,2025-12-12,0,Ended,Renewed
SUB00011641,106858,Basic,2025-12-13,2026-08-31,19,Active,Pending
SUB00011642,106859,Free,2024-11-11,2025-04-11,0,Active,Renewed
SUB00011643,106860,Enterprise,2024-11-22,2025-02-22,149,Active,Renewed
SUB00011644,106861,Pro,2025-12-01,2026-04-01,49,Ended,Renewed
SUB00011645,106861,Enterprise,2026-04-02,2026-08-31,149,Active,Pending
SUB00011646,106862,Basic,2023-04-20,2023-07-20,19,Ended,Renewed
SUB00011647,106862,Basic,2023-07-21,2024-06-21,19,Active,Renewed
SUB00011648,106863,Free,2025-06-13,2025-09-13,0,Ended,Renewed
SUB00011649,106863,Free,2025-09-14,2025-10-14,0,Expired,Not Renewed
SUB00011650,106864,Basic,2022-12-14,2023-09-14,19,Ended,Renewed
SUB00011651,106864,Basic,2023-09-15,2023-11-15,19,Cancelled,Cancelled
SUB00011652,106865,Free,2025-10-12,2026-04-12,0,Ended,Renewed
SUB00011653,106865,Free,2026-04-13,2026-08-31,0,Ended,Renewed
SUB00011654,106866,Free,2022-03-15,2022-06-15,0,Expired,Not Renewed
SUB00011655,106867,Free,2024-01-07,2024-09-07,0,Expired,Not Renewed
SUB00011656,106868,Free,2023-05-05,2023-08-05,0,Ended,Renewed
SUB00011657,106868,Free,2023-08-06,2024-03-06,0,Active,Renewed
SUB00011658,106869,Free,2025-09-03,2025-12-03,0,Expired,Not Renewed
SUB00011659,106870,Free,2022-01-01,2022-05-01,0,Ended,Renewed
SUB00011660,106870,Free,2022-05-02,2022-11-02,0,Cancelled,Cancelled
SUB00011661,106871,Free,2022-11-19,2023-05-19,0,Ended,Renewed
SUB00011662,106871,Free,2023-05-20,2024-04-20,0,Ended,Renewed
SUB00011663,106871,Free,2024-04-21,2024-07-21,0,Active,Renewed
SUB00011664,106872,Free,2022-06-27,2022-07-27,0,Ended,Renewed
SUB00011665,106872,Free,2022-07-28,2023-05-28,0,Ended,Renewed
SUB00011666,106872,Free,2023-05-29,2024-04-29,0,Active,Renewed
SUB00011667,106873,Free,2023-07-20,2023-10-20,0,Expired,Not Renewed
SUB00011668,106874,Enterprise,2026-05-16,2026-08-16,149,Active,Renewed
SUB00011669,106875,Pro,2024-03-29,2024-06-29,49,Ended,Renewed
SUB00011670,106875,Pro,2024-06-30,2024-12-30,49,Ended,Renewed
SUB00011671,106875,Enterprise,2024-12-31,2025-09-30,149,Ended,Renewed
SUB00011672,106875,Enterprise,2025-10-01,2026-04-01,149,Active,Renewed
SUB00011673,106876,Free,2023-12-25,2024-11-25,0,Ended,Renewed
SUB00011674,106876,Free,2024-11-26,2025-09-26,0,Active,Renewed
SUB00011675,106877,Free,2025-10-03,2025-12-03,0,Cancelled,Cancelled
SUB00011676,106878,Free,2024-03-20,2024-06-20,0,Ended,Renewed
SUB00011677,106878,Free,2024-06-21,2025-03-21,0,Ended,Renewed
SUB00011678,106878,Basic,2025-03-22,2025-12-22,19,Active,Renewed
SUB00011679,106879,Pro,2024-04-10,2025-01-10,49,Active,Renewed
SUB00011680,106880,Free,2025-04-15,2026-02-15,0,Ended,Renewed
SUB00011681,106880,Free,2026-02-16,2026-08-31,0,Ended,Renewed
SUB00011682,106881,Free,2023-02-15,2024-01-15,0,Ended,Renewed
SUB00011683,106881,Free,2024-01-16,2024-07-16,0,Active,Renewed
SUB00011684,106882,Free,2024-11-26,2025-05-26,0,Expired,Not Renewed
SUB00011685,106883,Free,2022-02-01,2022-03-01,0,Cancelled,Cancelled
SUB00011686,106884,Free,2026-02-18,2026-07-18,0,Ended,Renewed
SUB00011687,106884,Free,2026-07-19,2026-08-31,0,Active,Pending
SUB00011688,106885,Basic,2025-12-12,2026-08-31,19,Active,Pending
SUB00011689,106886,Free,2022-05-21,2023-01-21,0,Active,Renewed
SUB00011690,106887,Free,2022-07-04,2022-11-04,0,Active,Renewed
SUB00011691,106888,Free,2025-01-30,2026-01-30,0,Active,Renewed
SUB00011692,106889,Free,2023-08-06,2023-11-06,0,Ended,Renewed
SUB00011693,106889,Free,2023-11-07,2024-09-07,0,Ended,Renewed
SUB00011694,106889,Basic,2024-09-08,2025-05-08,19,Active,Renewed
SUB00011695,106890,Free,2026-01-27,2026-08-27,0,Ended,Renewed
SUB00011696,106890,Free,2026-08-28,2026-08-31,0,Active,Pending
SUB00011697,106891,Free,2026-08-27,2026-08-31,0,Expired,Not Renewed
SUB00011698,106892,Enterprise,2025-02-19,2025-05-19,149,Cancelled,Cancelled
