user_id,signup_date,country,age_group,gender,acquisition_channel,device_type,initial_plan,account_status
121789,2024-07-01,Canada,35-44,Male,Instagram,Mobile,Free,Active
121790,2025-05-20,India,25-34,Female,Facebook Ads,Desktop,Pro,Active
121791,2025-08-27,UK,35-44,Male,Organic Search,Mobile,Basic,Churned
121792,2025-10-07,India,25-34,Male,Email,Desktop,Free,Inactive
121793,2024-11-14,India,35-44,Male,Facebook Ads,Mobile,Basic,Active
121794,2026-04-26,Germany,18-24,Female,Facebook Ads,Mobile,Free,Active
121795,2024-04-10,Singapore,35-44,Male,Email,Desktop,Basic,Active
121796,2023-02-24,USA,45-54,Male,Facebook Ads,Desktop,Basic,Inactive
121797,2023-01-14,India,35-44,Other,Google Ads,Mobile,Free,Active
121798,2022-08-19,Singapore,25-34,Male,Organic Search,Desktop,Free,Inactive
121799,2022-03-27,Canada,25-34,Male,Instagram,Desktop,Basic,Churned
121800,2024-03-04,India,25-34,Male,Organic Search,Tablet,Basic,Active
121801,2026-07-06,USA,25-34,Female,Organic Search,Mobile,Enterprise,Inactive
121802,2022-08-07,USA,18-24,Male,LinkedIn,Desktop,Free,Active
121803,2026-03-02,USA,25-34,Female,Organic Search,Desktop,Free,Active
121804,2023-02-26,Germany,45-54,Female,Instagram,Mobile,Free,Active
121805,2023-02-14,India,18-24,Male,LinkedIn,Mobile,Free,Inactive
121806,2026-04-05,India,35-44,Male,Organic Search,Mobile,Free,Inactive
121807,2025-03-13,India,35-44,Female,Google Ads,Desktop,Free,Active
121808,2026-02-15,India,25-34,Female,Organic Search,Desktop,Basic,Active
121809,2026-03-11,India,35-44,Female,Email,Mobile,Free,Inactive
121810,2023-09-04,India,25-34,Male,Facebook Ads,Mobile,Free,Active
121811,2025-11-13,India,35-44,Female,Organic Search,Desktop,Basic,Active
121812,2025-10-12,India,18-24,Female,Google Ads,Mobile,Free,Active
121813,2023-03-15,India,18-24,Female,Email,Desktop,Free,Inactive
121814,2025-04-29,India,25-34,Female,Organic Search,Mobile,Free,Active
121815,2026-08-02,UK,25-34,Male,Instagram,Desktop,Free,Active
121816,2023-09-14,USA,25-34,Female,Referral,Mobile,Basic,Active
121817,2024-01-10,India,35-44,Male,LinkedIn,Mobile,Pro,Active
121818,2024-08-07,USA,45-54,Male,Organic Search,Mobile,Free,Inactive
121819,2022-04-22,UAE,25-34,Male,Email,Mobile,Free,Churned
121820,2025-08-19,UAE,45-54,Female,LinkedIn,Mobile,Free,Churned
121821,2025-07-06,India,25-34,Female,Referral,Mobile,Free,Active
121822,2023-04-16,Australia,18-24,Male,Organic Search,Mobile,Free,Active
121823,2025-03-06,India,25-34,Female,Google Ads,Mobile,Free,Active
121824,2023-06-01,India,35-44,Male,Email,Desktop,Free,Active
121825,2023-03-21,India,25-34,Male,LinkedIn,Desktop,Basic,Inactive
121826,2024-11-12,India,18-24,Other,Facebook Ads,Desktop,Free,Active
121827,2022-02-18,USA,18-24,Female,Instagram,Mobile,Free,Active
121828,2023-09-27,UK,25-34,Male,Email,Desktop,Free,Active
121829,2022-01-26,Canada,25-34,Male,Organic Search,Mobile,Basic,Active
121830,2023-03-20,India,25-34,Male,Instagram,Mobile,Free,Active
121831,2026-08-26,India,25-34,Male,Instagram,Desktop,Free,Active
121832,2023-01-06,India,18-24,Female,Email,Desktop,Pro,Active
121833,2023-11-15,India,35-44,Male,Organic Search,Mobile,Free,Churned
121834,2023-02-27,UAE,25-34,Male,Facebook Ads,Desktop,Enterprise,Active
121835,2024-10-20,Australia,25-34,Female,Organic Search,Mobile,Basic,Active
121836,2026-01-14,UAE,25-34,Female,Google Ads,Desktop,Basic,Active
121837,2024-03-06,UK,45-54,Male,Google Ads,Desktop,Free,Active
121838,2026-01-14,India,25-34,Male,Google Ads,Tablet,Free,Active
121839,2023-11-02,India,35-44,Female,Organic Search,Desktop,Free,Inactive
121840,2024-07-26,USA,45-54,Male,Organic Search,Mobile,Free,Active
121841,2024-03-11,India,25-34,Male,Facebook Ads,Mobile,Free,Active
121842,2025-05-17,Australia,45-54,Male,Instagram,Mobile,Free,Active
121843,2026-03-24,USA,18-24,Male,Google Ads,Desktop,Basic,Active
121844,2022-12-05,India,18-24,Male,Organic Search,Desktop,Free,Active
121845,2024-10-03,Australia,25-34,Female,Google Ads,Mobile,Pro,Active
121846,2024-09-10,Germany,25-34,Female,Facebook Ads,Desktop,Basic,Churned
121847,2025-02-22,USA,55+,Male,Organic Search,Desktop,Basic,Active
121848,2025-05-07,UK,18-24,Male,Instagram,Tablet,Free,Active
121849,2023-08-08,India,55+,Male,Google Ads,Mobile,Free,Active
121850,2026-06-17,USA,45-54,Female,Facebook Ads,Desktop,Free,Active
121851,2025-09-28,India,25-34,Male,Referral,Mobile,Basic,Inactive
121852,2023-05-24,India,25-34,Male,Organic Search,Mobile,Basic,Inactive
121853,2022-06-09,UK,18-24,Female,Email,Desktop,Basic,Churned
121854,2025-06-16,India,45-54,Female,Facebook Ads,Mobile,Free,Inactive
121855,2022-08-08,Canada,25-34,Male,LinkedIn,Desktop,Free,Active
121856,2022-01-01,Singapore,18-24,Male,Google Ads,Mobile,Pro,Active
121857,2022-03-05,India,25-34,Male,Instagram,Mobile,Free,Active
121858,2025-06-22,Canada,25-34,Other,LinkedIn,Tablet,Basic,Active
121859,2022-04-13,USA,25-34,Female,Google Ads,Mobile,Free,Active
121860,2022-01-23,India,25-34,Male,Google Ads,Desktop,Basic,Inactive
121861,2023-07-16,UK,18-24,Male,LinkedIn,Desktop,Free,Inactive
121862,2022-01-01,UK,25-34,Female,Referral,Mobile,Basic,Churned
121863,2023-09-14,USA,25-34,Female,Organic Search,Mobile,Free,Active
121864,2024-06-30,Singapore,35-44,Male,Facebook Ads,Desktop,Basic,Churned
121865,2024-02-21,USA,25-34,Female,Google Ads,Desktop,Free,Active
121866,2026-02-01,UAE,45-54,Male,Organic Search,Desktop,Free,Active
121867,2025-03-09,USA,35-44,Male,Facebook Ads,Desktop,Free,Churned
121868,2022-11-23,India,18-24,Male,Facebook Ads,Desktop,Free,Active
121869,2022-07-19,USA,18-24,Male,Email,Desktop,Free,Churned
121870,2022-04-20,India,25-34,Other,Google Ads,Desktop,Free,Active
121871,2024-01-24,USA,18-24,Female,Google Ads,Mobile,Free,Active
121872,2023-03-17,UK,18-24,Male,Instagram,Tablet,Free,Active
121873,2025-08-15,USA,35-44,Female,Referral,Desktop,Free,Inactive
121874,2023-01-26,India,25-34,Female,Facebook Ads,Mobile,Free,Active
121875,2024-05-16,USA,25-34,Female,Email,Desktop,Pro,Active
121876,2026-02-28,India,25-34,Male,Organic Search,Desktop,Free,Active
121877,2024-02-03,UK,55+,Male,Google Ads,Desktop,Basic,Churned
121878,2022-06-05,Australia,45-54,Male,Google Ads,Tablet,Free,Active
121879,2023-07-28,UAE,25-34,Male,Google Ads,Mobile,Free,Inactive
121880,2024-05-05,India,18-24,Female,Organic Search,Desktop,Free,Active
121881,2025-08-31,USA,25-34,Male,Organic Search,Desktop,Pro,Active
121882,2022-02-15,USA,18-24,Other,Referral,Desktop,Basic,Inactive
121883,2023-09-02,Singapore,25-34,Female,Email,Desktop,Free,Churned
121884,2026-04-27,UK,35-44,Female,Organic Search,Mobile,Free,Active
121885,2022-03-13,India,18-24,Female,LinkedIn,Desktop,Free,Inactive
121886,2022-09-03,USA,18-24,Female,Google Ads,Mobile,Free,Active
121887,2023-09-11,UK,25-34,Female,Email,Mobile,Free,Churned
121888,2022-10-18,Canada,35-44,Female,Organic Search,Desktop,Free,Inactive
121889,2023-06-23,Germany,25-34,Female,Organic Search,Mobile,Free,Churned
121890,2024-07-24,India,35-44,Female,Instagram,Mobile,Free,Active
121891,2026-06-28,UAE,18-24,Male,Google Ads,Mobile,Free,Churned
121892,2023-02-24,India,18-24,Female,Facebook Ads,Mobile,Pro,Active
121893,2022-09-04,UAE,45-54,Female,Google Ads,Mobile,Free,Inactive
121894,2025-07-27,Germany,55+,Male,Referral,Mobile,Free,Active
121895,2026-03-05,UK,35-44,Male,Organic Search,Desktop,Free,Active
121896,2025-10-28,Canada,35-44,Female,Facebook Ads,Mobile,Free,Active
121897,2026-06-12,India,18-24,Male,Google Ads,Mobile,Free,Active
121898,2022-03-04,India,55+,Male,Organic Search,Desktop,Free,Active
121899,2024-09-02,India,25-34,Male,Email,Desktop,Free,Active
121900,2022-12-24,India,25-34,Female,Referral,Mobile,Free,Inactive
121901,2022-01-30,USA,35-44,Male,Google Ads,Desktop,Free,Active
121902,2022-08-19,India,25-34,Female,Google Ads,Desktop,Pro,Active
121903,2022-06-26,Germany,55+,Male,Organic Search,Desktop,Free,Active
121904,2026-01-24,USA,35-44,Female,Google Ads,Desktop,Free,Active
121905,2023-04-26,UK,25-34,Male,Organic Search,Desktop,Free,Active
121906,2024-07-21,UK,25-34,Male,Referral,Mobile,Free,Active
121907,2025-04-02,India,25-34,Male,Facebook Ads,Mobile,Free,Active
121908,2025-11-24,India,35-44,Male,LinkedIn,Desktop,Free,Active
121909,2025-02-15,India,18-24,Female,Instagram,Desktop,Basic,Active
121910,2023-07-14,Australia,25-34,Other,Google Ads,Mobile,Free,Active
121911,2023-07-08,USA,25-34,Female,LinkedIn,Mobile,Free,Active
121912,2022-02-16,India,35-44,Female,Organic Search,Mobile,Basic,Active
121913,2025-12-10,Australia,45-54,Male,Facebook Ads,Mobile,Free,Active
121914,2025-02-27,India,45-54,Female,Email,Mobile,Basic,Inactive
121915,2024-09-09,UK,25-34,Male,LinkedIn,Mobile,Free,Active
121916,2022-05-10,USA,35-44,Male,Google Ads,Mobile,Basic,Active
121917,2026-02-06,Canada,35-44,Male,LinkedIn,Mobile,Pro,Active
121918,2025-11-17,Singapore,45-54,Female,Email,Desktop,Free,Active
121919,2022-11-10,Canada,45-54,Male,Referral,Mobile,Free,Active
121920,2023-03-18,USA,25-34,Male,Google Ads,Mobile,Free,Inactive
121921,2022-05-14,India,35-44,Male,Google Ads,Mobile,Free,Inactive
121922,2024-03-25,Australia,45-54,Male,Organic Search,Mobile,Pro,Churned
121923,2025-10-20,USA,55+,Female,Organic Search,Desktop,Free,Active
121924,2024-02-12,India,35-44,Female,Organic Search,Desktop,Pro,Active
121925,2022-03-03,Canada,18-24,Female,Email,Tablet,Free,Inactive
121926,2022-03-18,India,45-54,Female,Organic Search,Desktop,Basic,Active
121927,2024-10-15,India,25-34,Male,Organic Search,Mobile,Basic,Active
121928,2024-06-04,Singapore,25-34,Male,Organic Search,Desktop,Pro,Active
121929,2026-08-28,USA,25-34,Female,Organic Search,Mobile,Free,Active
121930,2024-08-11,India,35-44,Male,Google Ads,Mobile,Free,Active
121931,2024-04-24,Canada,45-54,Male,Google Ads,Mobile,Free,Active
121932,2022-12-25,Germany,35-44,Male,Facebook Ads,Desktop,Free,Active
121933,2022-01-28,India,18-24,Male,LinkedIn,Mobile,Free,Active
121934,2025-03-27,UK,55+,Female,Facebook Ads,Mobile,Free,Inactive
121935,2022-04-01,Canada,25-34,Male,Google Ads,Desktop,Free,Inactive
121936,2025-09-06,India,35-44,Female,Instagram,Desktop,Free,Active
121937,2022-05-10,USA,35-44,Male,Referral,Mobile,Free,Active
121938,2026-04-26,India,25-34,Female,Facebook Ads,Desktop,Free,Active
121939,2023-07-30,Canada,45-54,Male,Organic Search,Mobile,Basic,Inactive
121940,2025-12-24,Germany,25-34,Female,Email,Mobile,Free,Inactive
121941,2023-07-31,India,55+,Male,Organic Search,Desktop,Basic,Active
121942,2026-01-12,Australia,55+,Male,Google Ads,Mobile,Basic,Inactive
121943,2024-09-08,Australia,18-24,Female,Google Ads,Desktop,Free,Inactive
121944,2023-02-20,India,18-24,Male,Google Ads,Desktop,Free,Active
121945,2026-07-01,UK,25-34,Male,Google Ads,Mobile,Basic,Active
121946,2023-07-02,India,25-34,Male,Facebook Ads,Tablet,Free,Active
121947,2022-02-19,Singapore,35-44,Male,Instagram,Desktop,Free,Active
121948,2025-10-06,USA,25-34,Male,Google Ads,Mobile,Free,Active
121949,2023-07-11,UK,45-54,Male,Email,Mobile,Basic,Inactive
121950,2023-01-21,UK,25-34,Female,Google Ads,Desktop,Free,Inactive
121951,2023-04-26,USA,25-34,Female,Instagram,Mobile,Free,Inactive
121952,2025-11-13,Germany,35-44,Male,Organic Search,Mobile,Free,Active
121953,2024-07-06,UK,25-34,Male,Google Ads,Desktop,Free,Active
121954,2026-07-18,Singapore,35-44,Male,Email,Mobile,Free,Active
121955,2022-01-04,USA,18-24,Male,LinkedIn,Mobile,Free,Churned
121956,2025-08-24,India,25-34,Male,Google Ads,Mobile,Basic,Inactive
121957,2022-04-01,Singapore,25-34,Female,Email,Mobile,Basic,Inactive
121958,2025-02-27,UK,25-34,Female,Organic Search,Mobile,Free,Active
121959,2024-06-10,UK,18-24,Male,LinkedIn,Desktop,Free,Active
121960,2025-02-18,UAE,35-44,Female,Email,Desktop,Pro,Active
121961,2025-12-10,India,18-24,Male,Facebook Ads,Mobile,Free,Active
121962,2024-09-27,USA,18-24,Female,Facebook Ads,Desktop,Free,Active
121963,2026-06-10,India,18-24,Male,Google Ads,Desktop,Basic,Active
121964,2023-04-20,UK,55+,Male,Email,Tablet,Free,Active
121965,2026-01-05,Australia,25-34,Male,Organic Search,Mobile,Free,Inactive
121966,2026-03-01,UAE,25-34,Female,LinkedIn,Mobile,Free,Active
121967,2022-04-07,USA,55+,Female,Google Ads,Desktop,Free,Active
121968,2023-08-10,Australia,35-44,Male,Referral,Mobile,Enterprise,Active
121969,2024-01-16,Singapore,35-44,Female,Google Ads,Desktop,Free,Active
121970,2022-07-01,UK,35-44,Male,Google Ads,Desktop,Free,Active
121971,2025-05-09,India,25-34,Male,Organic Search,Desktop,Free,Active
121972,2024-01-23,UK,25-34,Male,Organic Search,Desktop,Free,Active
121973,2024-07-23,UAE,55+,Male,Organic Search,Mobile,Pro,Active
121974,2026-08-08,UAE,35-44,Male,Organic Search,Mobile,Free,Active
121975,2024-08-25,UK,35-44,Male,Instagram,Desktop,Free,Active
121976,2025-01-20,Germany,18-24,Male,Google Ads,Desktop,Free,Active
121977,2022-12-02,India,18-24,Male,Organic Search,Mobile,Free,Active
121978,2024-02-04,India,25-34,Female,Referral,Desktop,Free,Active
121979,2025-09-10,UAE,35-44,Male,Google Ads,Mobile,Free,Active
121980,2024-01-31,India,35-44,Female,Organic Search,Desktop,Free,Inactive
121981,2026-01-27,India,35-44,Male,Organic Search,Mobile,Free,Active
121982,2025-02-02,USA,35-44,Male,Organic Search,Desktop,Free,Inactive
121983,2025-01-12,USA,18-24,Male,Referral,Mobile,Free,Active
121984,2022-10-26,UK,45-54,Male,Referral,Mobile,Basic,Active
121985,2023-10-19,India,35-44,Male,LinkedIn,Mobile,Basic,Active
121986,2026-02-14,Singapore,25-34,Male,Organic Search,Mobile,Free,Active
121987,2025-08-02,Singapore,25-34,Male,Facebook Ads,Desktop,Free,Active
121988,2023-12-12,India,25-34,Male,Google Ads,Desktop,Free,Active
121989,2024-04-13,USA,55+,Male,Organic Search,Mobile,Free,Active
121990,2022-12-23,Canada,35-44,Female,Organic Search,Desktop,Free,Inactive
121991,2025-04-03,UK,45-54,Male,LinkedIn,Desktop,Basic,Active
121992,2024-04-02,India,25-34,Male,Google Ads,Desktop,Basic,Inactive
121993,2024-02-02,India,25-34,Female,Organic Search,Desktop,Pro,Churned
121994,2024-08-15,India,25-34,Male,LinkedIn,Desktop,Free,Active
121995,2023-12-13,India,18-24,Female,Organic Search,Desktop,Basic,Active
121996,2026-04-21,USA,18-24,Male,Email,Desktop,Free,Active
121997,2023-08-22,UK,25-34,Male,Facebook Ads,Mobile,Free,Active
121998,2022-10-30,Canada,45-54,Female,Referral,Mobile,Free,Active
121999,2026-07-26,Australia,35-44,Male,Organic Search,Mobile,Pro,Active
122000,2025-10-09,India,25-34,Male,Email,Desktop,Free,Active
122001,2026-03-20,Canada,35-44,Male,Organic Search,Desktop,Free,Active
122002,2024-10-09,India,25-34,Male,Referral,Desktop,Free,Active
122003,2025-10-15,USA,45-54,Male,LinkedIn,Desktop,Free,Active
122004,2025-01-15,Australia,25-34,Male,Organic Search,Mobile,Pro,Active
122005,2024-04-15,UK,18-24,Male,Referral,Desktop,Basic,Active
122006,2024-01-08,USA,18-24,Female,Instagram,Desktop,Pro,Active
122007,2024-06-03,UK,25-34,Female,Organic Search,Mobile,Free,Active
122008,2022-06-27,Singapore,25-34,Female,Organic Search,Desktop,Free,Active
122009,2025-05-18,USA,55+,Male,Google Ads,Desktop,Free,Active
122010,2023-06-03,Australia,45-54,Other,Facebook Ads,Mobile,Free,Active
122011,2022-10-09,UAE,25-34,Male,Referral,Mobile,Free,Active
122012,2023-11-13,Canada,18-24,Male,Facebook Ads,Desktop,Free,Churned
122013,2024-01-05,USA,18-24,Male,Google Ads,Mobile,Free,Active
122014,2025-08-14,India,25-34,Male,Referral,Desktop,Enterprise,Active
122015,2024-08-13,India,25-34,Male,Google Ads,Desktop,Free,Active
122016,2024-07-12,USA,35-44,Male,Facebook Ads,Mobile,Free,Active
122017,2026-03-24,Australia,45-54,Male,Organic Search,Mobile,Basic,Inactive
122018,2025-01-09,USA,55+,Male,Organic Search,Mobile,Free,Active
122019,2025-10-25,UAE,25-34,Male,Referral,Mobile,Basic,Active
122020,2022-12-03,India,45-54,Female,Google Ads,Mobile,Free,Churned
122021,2022-03-29,Canada,35-44,Female,Facebook Ads,Mobile,Free,Active
122022,2023-12-05,India,25-34,Male,Organic Search,Tablet,Pro,Churned
122023,2024-11-03,USA,18-24,Female,LinkedIn,Desktop,Free,Active
122024,2025-07-04,Australia,45-54,Female,Organic Search,Mobile,Free,Churned
122025,2022-10-25,India,45-54,Male,Organic Search,Desktop,Free,Active
122026,2025-05-11,India,45-54,Female,Email,Desktop,Basic,Active
122027,2023-12-01,USA,55+,Female,Instagram,Mobile,Free,Inactive
122028,2025-01-11,USA,35-44,Female,Google Ads,Mobile,Enterprise,Active
122029,2025-07-19,Australia,18-24,Other,LinkedIn,Desktop,Free,Inactive
122030,2026-08-31,UAE,35-44,Male,Referral,Desktop,Free,Inactive
122031,2026-03-06,India,25-34,Female,Email,Mobile,Free,Active
122032,2022-11-23,USA,45-54,Male,Email,Mobile,Basic,Active
122033,2026-06-24,UK,35-44,Male,Google Ads,Desktop,Free,Active
122034,2025-03-20,UAE,35-44,Male,Instagram,Mobile,Free,Active
122035,2022-10-13,UAE,18-24,Female,Facebook Ads,Mobile,Free,Active
122036,2026-07-30,Canada,25-34,Male,LinkedIn,Desktop,Free,Active
122037,2026-06-11,USA,25-34,Male,Organic Search,Desktop,Basic,Inactive
122038,2023-02-26,India,25-34,Male,LinkedIn,Mobile,Pro,Active
122039,2026-08-16,India,35-44,Female,Email,Mobile,Free,Active
122040,2025-11-20,USA,25-34,Male,Google Ads,Mobile,Free,Active
122041,2024-03-22,Canada,18-24,Male,Google Ads,Mobile,Free,Inactive
122042,2022-06-17,UK,45-54,Female,Referral,Mobile,Free,Active
122043,2026-08-14,Canada,45-54,Female,Referral,Mobile,Free,Active
122044,2024-05-08,USA,35-44,Male,Google Ads,Desktop,Free,Active
122045,2022-08-18,Canada,18-24,Female,Organic Search,Mobile,Basic,Active
122046,2024-10-23,India,35-44,Male,Referral,Desktop,Free,Active
122047,2025-01-19,India,18-24,Female,Facebook Ads,Desktop,Free,Active
122048,2022-03-27,India,25-34,Female,Email,Mobile,Pro,Active
122049,2024-11-30,Singapore,45-54,Male,Facebook Ads,Mobile,Free,Active
122050,2022-08-01,India,18-24,Female,Facebook Ads,Mobile,Basic,Active
122051,2025-03-24,Australia,35-44,Male,Instagram,Desktop,Free,Active
122052,2022-01-09,India,25-34,Male,Organic Search,Desktop,Free,Active
122053,2023-06-06,USA,25-34,Female,Google Ads,Desktop,Free,Inactive
122054,2025-02-01,Singapore,25-34,Male,Email,Mobile,Free,Active
122055,2025-09-23,USA,18-24,Male,Google Ads,Mobile,Basic,Active
122056,2022-12-04,India,45-54,Female,Organic Search,Desktop,Free,Active
122057,2026-02-23,India,18-24,Female,Organic Search,Desktop,Pro,Active
122058,2023-04-10,Singapore,55+,Female,Referral,Desktop,Free,Active
122059,2025-11-01,USA,25-34,Male,Referral,Desktop,Free,Active
122060,2025-12-24,USA,35-44,Male,Google Ads,Desktop,Free,Active
122061,2026-06-02,USA,25-34,Female,LinkedIn,Mobile,Free,Inactive
122062,2023-11-17,India,25-34,Female,LinkedIn,Desktop,Free,Active
122063,2024-09-28,India,45-54,Female,Google Ads,Desktop,Free,Active
122064,2022-08-28,UK,18-24,Male,LinkedIn,Mobile,Free,Active
122065,2023-10-29,Canada,35-44,Male,Google Ads,Desktop,Free,Churned
122066,2026-02-07,India,35-44,Male,Referral,Desktop,Pro,Inactive
122067,2026-06-21,Australia,45-54,Male,Google Ads,Desktop,Free,Churned
122068,2024-02-04,Germany,45-54,Male,Google Ads,Tablet,Free,Churned
122069,2025-01-28,Singapore,25-34,Female,Organic Search,Mobile,Pro,Active
122070,2024-03-19,India,35-44,Male,Instagram,Desktop,Basic,Active
122071,2024-12-07,India,25-34,Male,Email,Mobile,Free,Inactive
122072,2025-09-07,Germany,35-44,Female,Facebook Ads,Mobile,Free,Inactive
122073,2026-08-06,India,18-24,Male,Facebook Ads,Desktop,Free,Inactive
122074,2024-03-15,India,55+,Male,Instagram,Mobile,Pro,Active
122075,2023-03-25,Germany,18-24,Male,Google Ads,Desktop,Free,Churned
122076,2025-03-27,India,25-34,Male,Organic Search,Mobile,Free,Active
122077,2023-12-21,India,35-44,Male,Email,Mobile,Basic,Churned
122078,2026-03-16,USA,25-34,Female,Instagram,Mobile,Free,Inactive
122079,2024-04-15,Germany,18-24,Female,Facebook Ads,Desktop,Free,Active
122080,2025-11-09,India,45-54,Male,Organic Search,Mobile,Free,Active
122081,2026-03-20,Singapore,35-44,Male,Instagram,Desktop,Free,Active
122082,2022-08-06,UK,18-24,Male,Referral,Mobile,Free,Active
122083,2023-04-08,USA,45-54,Male,Facebook Ads,Desktop,Pro,Inactive
122084,2025-08-04,India,25-34,Male,Facebook Ads,Desktop,Free,Inactive
122085,2025-08-11,India,35-44,Female,Google Ads,Desktop,Free,Inactive
122086,2024-07-18,UK,45-54,Male,Organic Search,Desktop,Free,Active
122087,2022-11-15,USA,35-44,Female,Organic Search,Mobile,Basic,Inactive
122088,2025-11-22,Singapore,18-24,Male,Google Ads,Desktop,Free,Active
122089,2026-03-23,USA,35-44,Male,Google Ads,Desktop,Basic,Inactive
122090,2023-01-21,USA,25-34,Male,Instagram,Desktop,Free,Churned
122091,2026-01-06,India,25-34,Female,Email,Desktop,Free,Active
122092,2022-01-02,Australia,25-34,Male,Google Ads,Desktop,Free,Active
122093,2026-06-14,USA,35-44,Male,Google Ads,Mobile,Basic,Inactive
122094,2024-10-30,India,18-24,Male,Email,Tablet,Free,Churned
122095,2026-06-27,Germany,25-34,Other,Instagram,Mobile,Basic,Active
122096,2022-08-09,USA,25-34,Male,Facebook Ads,Desktop,Free,Active
122097,2024-10-11,USA,18-24,Female,Instagram,Desktop,Free,Churned
122098,2022-10-23,UK,25-34,Male,Referral,Tablet,Free,Active
122099,2022-05-28,Canada,45-54,Other,Organic Search,Mobile,Basic,Active
122100,2025-11-24,India,25-34,Male,LinkedIn,Desktop,Free,Active
122101,2023-09-20,India,25-34,Male,Referral,Desktop,Free,Active
122102,2023-05-11,Australia,25-34,Male,Facebook Ads,Tablet,Free,Active
122103,2026-03-28,India,25-34,Female,Organic Search,Mobile,Basic,Active
122104,2024-04-11,Canada,25-34,Male,Facebook Ads,Mobile,Free,Active
122105,2023-09-13,India,55+,Male,LinkedIn,Tablet,Free,Active
122106,2026-08-18,India,25-34,Male,Google Ads,Desktop,Free,Active
122107,2023-03-05,India,45-54,Male,Referral,Desktop,Free,Active
122108,2025-01-14,USA,25-34,Male,Referral,Desktop,Free,Active
122109,2025-07-31,UK,35-44,Female,Google Ads,Tablet,Free,Active
122110,2022-07-17,India,35-44,Male,Referral,Desktop,Basic,Active
122111,2026-07-27,India,25-34,Male,Google Ads,Desktop,Pro,Active
122112,2023-01-27,Singapore,25-34,Female,Organic Search,Mobile,Basic,Active
122113,2022-02-18,USA,25-34,Female,Organic Search,Desktop,Basic,Active
122114,2022-02-03,Australia,35-44,Male,Instagram,Desktop,Free,Active
122115,2022-03-05,Singapore,25-34,Male,LinkedIn,Desktop,Free,Active
122116,2023-08-29,UAE,35-44,Male,Email,Desktop,Free,Active
122117,2022-09-05,Singapore,35-44,Male,Organic Search,Tablet,Basic,Active
122118,2023-03-01,India,25-34,Male,Organic Search,Desktop,Basic,Active
122119,2023-01-16,UAE,35-44,Male,Organic Search,Desktop,Free,Active
122120,2026-08-23,Australia,35-44,Male,Organic Search,Mobile,Free,Active
122121,2026-05-09,Germany,25-34,Female,Google Ads,Desktop,Free,Active
122122,2025-10-25,India,45-54,Female,Instagram,Mobile,Free,Active
122123,2022-05-27,UAE,18-24,Male,Organic Search,Desktop,Pro,Active
122124,2022-05-18,Australia,35-44,Male,Google Ads,Desktop,Pro,Active
122125,2023-06-04,Canada,35-44,Male,LinkedIn,Desktop,Free,Inactive
122126,2024-07-15,India,25-34,Female,LinkedIn,Desktop,Free,Active
122127,2022-09-01,India,25-34,Male,Google Ads,Desktop,Free,Churned
122128,2024-05-14,UAE,35-44,Female,Organic Search,Mobile,Free,Active
122129,2024-01-03,USA,35-44,Male,Email,Mobile,Basic,Active
122130,2025-09-16,India,25-34,Male,Organic Search,Desktop,Free,Active
122131,2024-04-05,Germany,25-34,Male,Facebook Ads,Mobile,Pro,Active
122132,2022-01-22,India,18-24,Male,LinkedIn,Desktop,Free,Active
122133,2025-11-30,India,35-44,Male,Organic Search,Mobile,Free,Inactive
122134,2025-05-08,India,35-44,Male,Email,Desktop,Free,Active
122135,2023-09-07,India,25-34,Female,Google Ads,Mobile,Free,Active
122136,2023-12-04,India,55+,Male,Organic Search,Mobile,Pro,Active
122137,2024-03-05,India,35-44,Female,Instagram,Desktop,Free,Active
122138,2024-02-07,India,35-44,Male,Instagram,Desktop,Free,Active
122139,2023-03-03,UK,25-34,Male,Google Ads,Desktop,Basic,Active
122140,2023-09-15,Singapore,35-44,Female,Organic Search,Mobile,Free,Active
122141,2024-05-27,USA,55+,Male,LinkedIn,Tablet,Free,Active
122142,2025-06-22,India,35-44,Male,LinkedIn,Desktop,Free,Active
122143,2025-04-22,India,25-34,Male,Referral,Mobile,Free,Active
122144,2024-09-06,Germany,25-34,Female,LinkedIn,Mobile,Free,Active
122145,2025-07-24,UAE,35-44,Female,Google Ads,Desktop,Free,Active
122146,2025-06-13,India,45-54,Male,Email,Desktop,Free,Active
122147,2025-04-30,India,25-34,Female,Organic Search,Desktop,Free,Active
122148,2022-03-27,UK,45-54,Male,Facebook Ads,Desktop,Free,Active
122149,2025-10-22,Australia,25-34,Male,Instagram,Desktop,Pro,Active
122150,2024-10-03,USA,25-34,Male,Organic Search,Mobile,Free,Active
122151,2022-03-06,UK,25-34,Male,Organic Search,Desktop,Free,Active
122152,2024-10-20,Canada,25-34,Male,Email,Tablet,Basic,Active
122153,2023-10-17,UAE,18-24,Male,Referral,Desktop,Basic,Active
122154,2023-12-21,India,35-44,Male,Organic Search,Mobile,Free,Active
122155,2022-03-05,UAE,45-54,Male,Instagram,Desktop,Free,Inactive
122156,2023-06-08,India,25-34,Female,Organic Search,Desktop,Free,Active
122157,2025-12-05,Canada,35-44,Male,Instagram,Desktop,Basic,Churned
122158,2024-08-27,USA,18-24,Female,Google Ads,Tablet,Basic,Inactive
122159,2026-06-22,USA,25-34,Female,Facebook Ads,Desktop,Pro,Active
122160,2024-02-25,UK,35-44,Female,Organic Search,Mobile,Free,Active
