campaign_id,user_id,campaign_date,campaign_name,channel,impressions,clicks,spend,conversion
CAMP00018002,118002,2025-01-25,Google_Search,Google Ads,12146,549,1339.88,42
CAMP00018003,118003,2024-06-19,LinkedIn_SaaS,LinkedIn,7300,143,426.68,15
CAMP00018004,118004,2024-09-10,Facebook_Conversion,Facebook Ads,10694,348,293.73,19
CAMP00018005,118005,2025-11-16,Instagram_Stories,Instagram,3823,113,28.64,7
CAMP00018006,118006,2026-05-26,Google_Search,Google Ads,15318,781,766.86,66
CAMP00018007,118007,2023-05-27,Google_Display,Google Ads,1839,139,257.03,5
CAMP00018008,118008,2025-10-23,Instagram_Influencer,Instagram,5654,145,38.65,5
CAMP00018009,118009,2022-08-11,Referral_Invite,Referral,681,76,27.27,7
CAMP00018010,118010,2025-02-01,Google_Search,Google Ads,5683,399,408.0,34
CAMP00018011,118011,2024-05-12,SEO_Product,Organic Search,14703,888,130.59,95
CAMP00018012,118012,2025-08-08,SEO_Product,Organic Search,11701,1113,212.49,121
CAMP00018013,118013,2023-12-04,Instagram_Influencer,Instagram,13170,328,233.3,16
CAMP00018014,118014,2022-12-17,Google_Search,Google Ads,12647,622,1544.6,30
CAMP00018015,118015,2022-02-07,Google_Search,Google Ads,15287,1038,1472.95,84
CAMP00018016,118016,2023-12-28,Referral_Partner,Referral,1077,158,41.83,38
CAMP00018017,118017,2024-07-25,Facebook_Conversion,Facebook Ads,13718,378,226.65,23
CAMP00018018,118018,2026-04-10,Google_Remarketing,Google Ads,11328,632,598.27,56
CAMP00018019,118019,2025-09-09,Facebook_LeadGen,Facebook Ads,7258,118,76.4,6
CAMP00018020,118020,2023-12-03,LinkedIn_LeadGen,LinkedIn,3567,114,371.78,14
CAMP00018021,118021,2026-01-17,Instagram_Influencer,Instagram,16566,488,441.19,15
CAMP00018022,118022,2024-04-29,LinkedIn_SaaS,LinkedIn,14029,556,1478.89,75
CAMP00018023,118023,2023-03-01,SEO_Brand,Organic Search,19719,897,108.57,132
CAMP00018024,118024,2025-05-20,LinkedIn_SaaS,LinkedIn,2754,69,158.44,9
CAMP00018025,118025,2025-02-06,Google_Search,Google Ads,16339,699,1093.14,34
CAMP00018026,118026,2023-01-25,SEO_Brand,Organic Search,4037,351,90.55,22
CAMP00018027,118027,2024-02-23,Google_Remarketing,Google Ads,4166,136,135.07,9
CAMP00018028,118028,2024-01-30,SEO_Brand,Organic Search,7958,352,97.07,27
CAMP00018029,118029,2022-12-19,Email_ProductUpdate,Email,4063,368,13.69,61
CAMP00018030,118030,2026-03-08,Google_Search,Google Ads,8994,338,402.51,22
CAMP00018031,118031,2022-01-10,Referral_Partner,Referral,819,240,23.36,32
CAMP00018032,118032,2023-01-26,LinkedIn_B2B,LinkedIn,12510,353,1179.14,24
CAMP00018033,118033,2024-05-27,Facebook_LeadGen,Facebook Ads,11414,198,212.48,12
CAMP00018034,118034,2023-12-22,Referral_Invite,Referral,339,68,4.78,11
CAMP00018035,118035,2024-11-19,Facebook_Conversion,Facebook Ads,13110,416,381.87,18
CAMP00018036,118036,2023-01-08,SEO_Brand,Organic Search,18016,1100,104.58,102
CAMP00018037,118037,2022-01-01,Email_ProductUpdate,Email,508,76,3.63,12
CAMP00018038,118038,2025-03-16,Facebook_Retargeting,Facebook Ads,5095,195,64.35,12
CAMP00018039,118039,2023-09-20,Google_Search,Google Ads,12674,831,1097.6,81
CAMP00018040,118040,2023-10-20,SEO_Product,Organic Search,13899,729,63.3,61
CAMP00018041,118041,2022-07-05,LinkedIn_LeadGen,LinkedIn,9771,340,1357.01,29
CAMP00018042,118042,2024-01-15,Email_Welcome,Email,2993,458,15.34,64
CAMP00018043,118043,2023-06-04,Facebook_LeadGen,Facebook Ads,3337,61,29.73,4
CAMP00018044,118044,2024-10-20,Instagram_Stories,Instagram,12908,226,67.49,12
CAMP00018045,118045,2022-01-25,Referral_Invite,Referral,1253,354,95.0,60
CAMP00018046,118046,2025-05-22,Instagram_Influencer,Instagram,10994,437,218.26,21
CAMP00018047,118047,2023-06-20,SEO_Content,Organic Search,7356,303,36.83,20
CAMP00018048,118048,2022-02-10,Google_Display,Google Ads,13397,948,1303.36,87
CAMP00018049,118049,2025-07-30,SEO_Product,Organic Search,12542,1208,136.76,155
CAMP00018050,118050,2023-07-16,Facebook_LeadGen,Facebook Ads,9588,319,246.04,10
CAMP00018051,118051,2025-08-01,SEO_Brand,Organic Search,18661,1253,144.34,175
CAMP00018052,118052,2024-08-27,SEO_Product,Organic Search,8915,614,91.73,63
CAMP00018053,118053,2024-03-25,Referral_Program,Referral,1234,311,35.7,55
CAMP00018054,118054,2022-03-13,Facebook_Conversion,Facebook Ads,903,34,17.81,1
CAMP00018055,118055,2025-11-24,Email_ProductUpdate,Email,795,175,11.62,32
CAMP00018056,118056,2025-12-08,Instagram_Influencer,Instagram,6175,192,117.83,8
CAMP00018057,118057,2023-05-15,Instagram_Reels,Instagram,7771,193,61.0,11
CAMP00018058,118058,2023-06-25,SEO_Product,Organic Search,19726,1612,249.47,113
CAMP00018059,118059,2025-06-22,LinkedIn_LeadGen,LinkedIn,3950,194,674.68,26
CAMP00018060,118060,2022-04-25,SEO_Content,Organic Search,15553,733,25.17,96
CAMP00018061,118061,2025-02-19,SEO_Content,Organic Search,8157,563,42.33,61
CAMP00018062,118062,2026-08-02,Referral_Program,Referral,1434,305,59.83,37
CAMP00018063,118063,2022-02-23,Instagram_Influencer,Instagram,14428,386,247.23,25
CAMP00018064,118064,2025-12-25,Referral_Invite,Referral,285,59,4.82,9
CAMP00018065,118065,2024-08-09,Instagram_Reels,Instagram,3044,61,60.94,3
CAMP00018066,118066,2025-05-23,Referral_Program,Referral,248,49,19.46,10
CAMP00018067,118067,2025-07-07,Facebook_LeadGen,Facebook Ads,8115,214,113.59,7
CAMP00018068,118068,2024-06-27,LinkedIn_SaaS,LinkedIn,9206,218,438.9,25
CAMP00018069,118069,2024-09-18,SEO_Product,Organic Search,1821,91,8.0,6
CAMP00018070,118070,2022-12-10,Email_Welcome,Email,706,161,5.08,19
CAMP00018071,118071,2024-08-25,LinkedIn_SaaS,LinkedIn,847,27,80.41,1
CAMP00018072,118072,2026-03-16,Facebook_Conversion,Facebook Ads,1562,35,40.56,1
CAMP00018073,118073,2025-07-22,Facebook_Retargeting,Facebook Ads,19093,460,334.85,11
CAMP00018074,118074,2026-03-06,SEO_Brand,Organic Search,684,30,4.03,1
CAMP00018075,118075,2025-01-18,Facebook_LeadGen,Facebook Ads,910,32,12.05,1
CAMP00018076,118076,2026-06-24,Google_Display,Google Ads,19818,1531,1506.24,112
CAMP00018077,118077,2022-07-02,SEO_Product,Organic Search,15255,1304,129.55,125
CAMP00018078,118078,2022-02-28,Instagram_Stories,Instagram,4130,84,56.31,4
CAMP00018079,118079,2024-01-02,Facebook_Retargeting,Facebook Ads,18022,730,781.65,33
CAMP00018080,118080,2022-02-22,Instagram_Reels,Instagram,7309,193,149.61,8
CAMP00018081,118081,2025-05-14,Email_Welcome,Email,1551,305,10.39,44
CAMP00018082,118082,2025-12-09,Referral_Partner,Referral,625,110,6.18,23
CAMP00018083,118083,2022-10-31,Facebook_Conversion,Facebook Ads,18113,753,536.36,30
CAMP00018084,118084,2025-11-25,Google_Display,Google Ads,14342,760,978.31,74
CAMP00018085,118085,2026-02-03,Facebook_LeadGen,Facebook Ads,17038,762,615.69,47
CAMP00018086,118086,2022-12-05,Facebook_Conversion,Facebook Ads,8650,333,161.49,19
CAMP00018087,118087,2022-09-14,SEO_Brand,Organic Search,8756,639,154.13,63
CAMP00018088,118088,2022-06-08,LinkedIn_B2B,LinkedIn,8055,175,527.82,18
CAMP00018089,118089,2024-04-10,LinkedIn_SaaS,LinkedIn,3555,108,163.1,8
CAMP00018090,118090,2022-08-26,SEO_Brand,Organic Search,11560,803,115.15,54
CAMP00018091,118091,2022-04-12,Referral_Invite,Referral,1308,156,28.45,35
CAMP00018092,118092,2024-05-30,Email_Welcome,Email,2991,559,25.44,101
CAMP00018093,118093,2025-07-11,Email_Promotion,Email,487,92,1.78,9
CAMP00018094,118094,2025-12-19,Facebook_Retargeting,Facebook Ads,2385,86,73.74,4
CAMP00018095,118095,2022-04-08,Google_Search,Google Ads,3586,112,222.8,7
CAMP00018096,118096,2023-09-30,Facebook_Conversion,Facebook Ads,16355,540,495.36,22
CAMP00018097,118097,2022-06-24,LinkedIn_B2B,LinkedIn,11906,552,1076.03,71
CAMP00018098,118098,2024-12-26,Facebook_Retargeting,Facebook Ads,19043,323,129.92,18
CAMP00018099,118099,2023-06-26,Instagram_Influencer,Instagram,18011,578,543.71,35
CAMP00018100,118100,2023-01-08,SEO_Brand,Organic Search,12304,600,136.26,62
CAMP00018101,118101,2025-08-21,SEO_Product,Organic Search,18051,1424,332.07,150
CAMP00018102,118102,2025-06-07,Instagram_Stories,Instagram,13525,524,359.64,23
CAMP00018103,118103,2026-02-01,Facebook_LeadGen,Facebook Ads,8226,256,271.84,6
CAMP00018104,118104,2022-01-30,Instagram_Influencer,Instagram,11735,432,360.65,22
CAMP00018105,118105,2023-10-31,Referral_Invite,Referral,859,178,17.76,26
CAMP00018106,118106,2025-10-04,SEO_Content,Organic Search,9987,664,32.2,49
CAMP00018107,118107,2023-10-04,Google_Remarketing,Google Ads,17943,1281,1944.86,127
CAMP00018108,118108,2025-12-05,Facebook_Conversion,Facebook Ads,19816,818,535.04,39
CAMP00018109,118109,2022-12-09,Email_Welcome,Email,1959,205,8.58,25
CAMP00018110,118110,2025-04-02,Instagram_Reels,Instagram,19167,759,518.1,23
CAMP00018111,118111,2026-01-12,LinkedIn_B2B,LinkedIn,13221,609,1208.35,65
CAMP00018112,118112,2024-01-07,Google_Remarketing,Google Ads,2460,139,253.27,5
CAMP00018113,118113,2024-11-22,Facebook_Retargeting,Facebook Ads,1498,46,24.47,2
CAMP00018114,118114,2022-01-28,Email_ProductUpdate,Email,4248,472,8.84,45
CAMP00018115,118115,2025-08-25,Facebook_Retargeting,Facebook Ads,6870,298,269.57,19
CAMP00018116,118116,2024-03-06,Facebook_Conversion,Facebook Ads,4477,70,53.88,2
CAMP00018117,118117,2024-04-16,Google_Search,Google Ads,7975,429,935.56,19
CAMP00018118,118118,2025-09-12,Google_Display,Google Ads,14596,773,1629.6,43
CAMP00018119,118119,2025-09-18,Facebook_Conversion,Facebook Ads,3138,106,125.26,5
CAMP00018120,118120,2022-04-10,LinkedIn_B2B,LinkedIn,11700,524,1220.06,70
CAMP00018121,118121,2022-05-07,Google_Search,Google Ads,821,52,127.62,4
CAMP00018122,118122,2023-01-14,Google_Search,Google Ads,10762,762,1430.7,58
CAMP00018123,118123,2026-08-11,Instagram_Stories,Instagram,2092,37,29.31,2
CAMP00018124,118124,2026-03-13,Facebook_LeadGen,Facebook Ads,15655,367,178.86,15
CAMP00018125,118125,2024-09-25,LinkedIn_LeadGen,LinkedIn,12597,259,610.5,16
CAMP00018126,118126,2022-10-07,Google_Search,Google Ads,19191,611,1178.76,26
CAMP00018127,118127,2026-01-16,Facebook_Conversion,Facebook Ads,9760,279,302.87,14
CAMP00018128,118128,2023-06-14,Google_Remarketing,Google Ads,7407,239,439.44,17
CAMP00018129,118129,2022-06-10,LinkedIn_LeadGen,LinkedIn,19831,544,994.97,59
CAMP00018130,118130,2022-11-26,Email_Welcome,Email,4299,637,16.44,102
CAMP00018131,118131,2024-06-04,Instagram_Reels,Instagram,6056,145,38.33,4
CAMP00018132,118132,2022-03-31,Google_Display,Google Ads,1228,67,63.47,6
CAMP00018133,118133,2023-07-09,SEO_Product,Organic Search,3247,208,18.67,26
CAMP00018134,118134,2025-05-25,SEO_Brand,Organic Search,18331,1035,23.7,124
CAMP00018135,118135,2023-02-07,Referral_Program,Referral,632,186,48.33,44
CAMP00018136,118136,2025-11-09,LinkedIn_B2B,LinkedIn,16890,420,1569.44,39
CAMP00018137,118137,2024-10-11,Facebook_Conversion,Facebook Ads,11439,208,102.46,8
CAMP00018138,118138,2024-03-26,Facebook_Conversion,Facebook Ads,1114,45,29.57,1
CAMP00018139,118139,2022-12-09,Facebook_Retargeting,Facebook Ads,9199,311,142.68,10
CAMP00018140,118140,2025-07-02,Referral_Invite,Referral,564,160,13.42,36
CAMP00018141,118141,2026-02-19,SEO_Brand,Organic Search,7312,643,52.25,83
CAMP00018142,118142,2022-01-02,Facebook_LeadGen,Facebook Ads,5136,138,71.6,6
CAMP00018143,118143,2023-09-14,SEO_Product,Organic Search,18581,1374,243.45,186
CAMP00018144,118144,2023-06-27,SEO_Content,Organic Search,16982,1059,46.25,69
CAMP00018145,118145,2025-02-19,Instagram_Stories,Instagram,14684,384,368.99,24
CAMP00018146,118146,2023-11-21,Google_Remarketing,Google Ads,15919,958,2313.38,67
CAMP00018147,118147,2022-08-07,SEO_Brand,Organic Search,18658,1571,146.4,214
CAMP00018148,118148,2023-11-12,SEO_Product,Organic Search,796,56,6.77,6
CAMP00018149,118149,2024-07-31,Google_Display,Google Ads,14669,719,714.94,46
CAMP00018150,118150,2025-02-22,Referral_Invite,Referral,60,12,1.24,2
CAMP00018151,118151,2025-11-19,Instagram_Stories,Instagram,4645,136,94.74,7
CAMP00018152,118152,2022-06-16,Google_Search,Google Ads,9101,360,333.73,27
CAMP00018153,118153,2025-02-05,Google_Display,Google Ads,15157,1138,1975.4,83
CAMP00018154,118154,2024-07-11,Facebook_Retargeting,Facebook Ads,14129,590,501.24,14
CAMP00018155,118155,2022-06-11,Google_Search,Google Ads,14481,523,1201.28,37
CAMP00018156,118156,2022-08-14,Referral_Program,Referral,124,22,2.38,3
CAMP00018157,118157,2022-06-22,Google_Remarketing,Google Ads,6623,467,788.95,24
CAMP00018158,118158,2022-12-13,Google_Search,Google Ads,2290,98,125.43,8
CAMP00018159,118159,2026-02-02,LinkedIn_SaaS,LinkedIn,1184,21,58.49,1
CAMP00018160,118160,2022-06-20,Email_Promotion,Email,1983,302,7.03,29
CAMP00018161,118161,2023-01-12,Email_ProductUpdate,Email,2550,475,4.75,67
CAMP00018162,118162,2023-09-22,Email_Welcome,Email,2522,571,36.18,94
CAMP00018163,118163,2025-04-11,Facebook_LeadGen,Facebook Ads,6897,158,118.32,5
CAMP00018164,118164,2025-06-08,SEO_Product,Organic Search,741,46,8.17,2
CAMP00018165,118165,2022-02-05,SEO_Product,Organic Search,8571,843,198.71,95
CAMP00018166,118166,2026-03-22,LinkedIn_B2B,LinkedIn,6844,227,773.11,30
CAMP00018167,118167,2022-12-10,Email_Promotion,Email,2669,477,21.06,56
CAMP00018168,118168,2026-05-06,Facebook_Retargeting,Facebook Ads,2370,68,24.53,4
CAMP00018169,118169,2022-01-02,Email_Promotion,Email,4798,709,24.01,84
CAMP00018170,118170,2023-03-20,Google_Display,Google Ads,19755,1149,1627.63,96
CAMP00018171,118171,2025-07-27,Google_Display,Google Ads,14864,760,837.69,34
CAMP00018172,118172,2024-01-26,Facebook_LeadGen,Facebook Ads,11659,510,342.13,22
CAMP00018173,118173,2024-07-30,Email_Welcome,Email,1776,160,3.48,20
CAMP00018174,118174,2022-06-08,SEO_Content,Organic Search,4648,204,18.33,12
CAMP00018175,118175,2026-01-07,SEO_Content,Organic Search,19890,1510,232.95,103
CAMP00018176,118176,2023-04-25,SEO_Content,Organic Search,16430,1005,38.91,99
CAMP00018177,118177,2023-09-11,Google_Search,Google Ads,6832,452,827.15,18
CAMP00018178,118178,2025-10-16,Google_Search,Google Ads,3103,144,207.26,14
CAMP00018179,118179,2025-07-27,Google_Search,Google Ads,19696,1403,2384.65,68
CAMP00018180,118180,2023-01-16,Google_Search,Google Ads,6406,365,393.8,32
CAMP00018181,118181,2026-02-23,Referral_Invite,Referral,572,87,8.73,17
CAMP00018182,118182,2026-03-11,Instagram_Reels,Instagram,19117,750,725.79,50
CAMP00018183,118183,2026-02-07,LinkedIn_SaaS,LinkedIn,11494,489,1081.93,30
CAMP00018184,118184,2022-09-12,Referral_Invite,Referral,1373,387,80.78,88
CAMP00018185,118185,2023-09-19,Google_Search,Google Ads,18512,586,598.76,30
CAMP00018186,118186,2022-03-21,Instagram_Stories,Instagram,7335,176,82.59,8
CAMP00018187,118187,2024-01-17,Referral_Program,Referral,515,129,3.1,23
CAMP00018188,118188,2025-12-07,SEO_Content,Organic Search,2123,161,35.63,21
CAMP00018189,118189,2023-08-07,Email_ProductUpdate,Email,4504,836,55.33,92
CAMP00018190,118190,2022-12-05,SEO_Product,Organic Search,7125,324,35.73,20
CAMP00018191,118191,2023-07-07,SEO_Content,Organic Search,3192,223,19.99,23
CAMP00018192,118192,2022-10-07,Referral_Partner,Referral,646,137,20.35,21
CAMP00018193,118193,2025-03-03,Email_ProductUpdate,Email,1239,199,10.38,31
CAMP00018194,118194,2023-09-21,SEO_Brand,Organic Search,13911,1040,183.56,63
CAMP00018195,118195,2024-04-25,LinkedIn_B2B,LinkedIn,10243,253,813.11,30
CAMP00018196,118196,2023-03-30,Google_Search,Google Ads,11370,439,680.41,21
CAMP00018197,118197,2023-01-17,Google_Display,Google Ads,19799,668,1422.45,66
CAMP00018198,118198,2023-06-19,SEO_Brand,Organic Search,1039,87,12.99,12
CAMP00018199,118199,2023-02-08,Facebook_Retargeting,Facebook Ads,19332,639,376.96,38
CAMP00018200,118200,2022-12-13,SEO_Brand,Organic Search,15248,905,68.43,66
CAMP00018201,118201,2023-08-05,SEO_Content,Organic Search,15518,1288,125.69,84
CAMP00018202,118202,2023-05-18,SEO_Content,Organic Search,19587,1955,157.85,237
CAMP00018203,118203,2025-11-13,Google_Remarketing,Google Ads,9893,787,907.08,51
CAMP00018204,118204,2024-06-01,Google_Display,Google Ads,16219,1159,2753.59,72
CAMP00018205,118205,2023-06-24,Google_Display,Google Ads,3105,99,85.43,4
CAMP00018206,118206,2022-07-05,LinkedIn_SaaS,LinkedIn,8935,422,1472.02,44
CAMP00018207,118207,2024-09-11,Instagram_Reels,Instagram,1290,49,31.93,1
CAMP00018208,118208,2023-12-14,Facebook_Retargeting,Facebook Ads,15372,680,273.49,33
CAMP00018209,118209,2025-03-24,SEO_Brand,Organic Search,9663,663,102.9,97
CAMP00018210,118210,2024-01-03,Instagram_Stories,Instagram,18045,460,452.37,31
CAMP00018211,118211,2023-11-20,LinkedIn_SaaS,LinkedIn,18605,398,1471.76,30
CAMP00018212,118212,2026-04-18,SEO_Product,Organic Search,2158,162,23.22,12
CAMP00018213,118213,2025-07-13,SEO_Brand,Organic Search,10485,733,131.89,101
CAMP00018214,118214,2024-11-25,SEO_Brand,Organic Search,16632,827,63.07,116
CAMP00018215,118215,2024-07-02,Google_Search,Google Ads,10809,424,723.88,17
CAMP00018216,118216,2026-08-13,SEO_Content,Organic Search,4588,304,82.02,34
CAMP00018217,118217,2025-07-16,Instagram_Stories,Instagram,12578,243,221.2,15
CAMP00018218,118218,2025-10-25,Google_Remarketing,Google Ads,14763,520,975.76,28
CAMP00018219,118219,2026-08-10,Instagram_Reels,Instagram,5331,175,122.75,5
CAMP00018220,118220,2022-12-12,SEO_Brand,Organic Search,2336,107,13.42,10
CAMP00018221,118221,2022-02-16,SEO_Brand,Organic Search,4580,313,20.11,43
CAMP00018222,118222,2025-04-08,SEO_Product,Organic Search,13611,1085,206.94,66
CAMP00018223,118223,2024-02-28,SEO_Product,Organic Search,1648,76,10.18,7
CAMP00018224,118224,2022-10-21,LinkedIn_LeadGen,LinkedIn,15292,671,1223.66,68
CAMP00018225,118225,2024-12-19,Facebook_LeadGen,Facebook Ads,4506,104,104.42,4
CAMP00018226,118226,2025-02-16,Email_Promotion,Email,1864,348,10.16,39
CAMP00018227,118227,2023-02-09,Google_Remarketing,Google Ads,8224,621,748.97,25
CAMP00018228,118228,2025-11-21,SEO_Product,Organic Search,15056,806,46.53,56
CAMP00018229,118229,2024-05-24,Referral_Partner,Referral,723,114,7.47,18
CAMP00018230,118230,2023-12-08,SEO_Product,Organic Search,11802,916,57.72,133
CAMP00018231,118231,2025-08-02,Instagram_Reels,Instagram,14081,286,108.44,12
CAMP00018232,118232,2026-07-05,Google_Search,Google Ads,971,47,109.24,2
CAMP00018233,118233,2025-10-02,Google_Search,Google Ads,10210,602,999.0,41
CAMP00018234,118234,2026-06-13,LinkedIn_LeadGen,LinkedIn,5203,206,357.52,14
CAMP00018235,118235,2023-07-20,SEO_Content,Organic Search,13559,930,209.09,110
CAMP00018236,118236,2023-02-19,Instagram_Reels,Instagram,18395,702,467.1,21
CAMP00018237,118237,2023-11-06,SEO_Content,Organic Search,1528,139,3.87,11
CAMP00018238,118238,2025-11-07,Facebook_LeadGen,Facebook Ads,10083,385,384.88,10
CAMP00018239,118239,2024-10-13,Instagram_Stories,Instagram,7669,152,132.04,5
CAMP00018240,118240,2025-01-12,Email_Promotion,Email,2647,641,7.62,97
CAMP00018241,118241,2026-08-14,Referral_Partner,Referral,888,153,20.27,33
CAMP00018242,118242,2026-03-02,Referral_Invite,Referral,366,72,3.57,16
CAMP00018243,118243,2026-05-29,SEO_Product,Organic Search,15690,1008,223.44,88
CAMP00018244,118244,2023-06-13,Google_Remarketing,Google Ads,9554,634,1064.97,50
CAMP00018245,118245,2022-06-11,Google_Remarketing,Google Ads,6578,300,416.99,28
CAMP00018246,118246,2024-10-21,Facebook_Retargeting,Facebook Ads,4001,142,111.17,3
CAMP00018247,118247,2026-04-13,Referral_Partner,Referral,305,37,15.21,7
CAMP00018248,118248,2023-03-07,SEO_Product,Organic Search,17195,1503,51.24,184
CAMP00018249,118249,2023-05-28,SEO_Content,Organic Search,11243,951,98.45,98
CAMP00018250,118250,2023-03-23,Google_Remarketing,Google Ads,15657,745,1268.61,67
CAMP00018251,118251,2024-07-24,Referral_Invite,Referral,1403,281,107.14,42
CAMP00018252,118252,2023-06-16,SEO_Brand,Organic Search,18592,1263,134.6,105
CAMP00018253,118253,2022-02-05,Facebook_Conversion,Facebook Ads,11192,348,292.52,9
CAMP00018254,118254,2022-08-11,Facebook_Retargeting,Facebook Ads,14976,283,139.49,9
CAMP00018255,118255,2024-11-08,Email_Promotion,Email,1207,155,3.6,13
CAMP00018256,118256,2025-08-14,SEO_Product,Organic Search,3070,136,20.8,15
CAMP00018257,118257,2025-07-10,LinkedIn_B2B,LinkedIn,11735,470,1458.22,63
CAMP00018258,118258,2022-12-24,Email_Welcome,Email,1758,422,31.32,45
CAMP00018259,118259,2024-08-30,Referral_Invite,Referral,873,213,85.57,32
CAMP00018260,118260,2022-09-27,SEO_Content,Organic Search,16716,1023,42.39,97
CAMP00018261,118261,2024-08-14,Google_Search,Google Ads,15668,1225,1892.08,101
CAMP00018262,118262,2025-03-18,Google_Display,Google Ads,7619,449,1107.75,43
CAMP00018263,118263,2023-10-06,Facebook_Retargeting,Facebook Ads,10544,235,83.61,13
CAMP00018264,118264,2024-01-16,SEO_Content,Organic Search,9918,664,139.64,42
CAMP00018265,118265,2025-01-29,SEO_Product,Organic Search,18050,1425,159.45,211
CAMP00018266,118266,2024-01-23,SEO_Content,Organic Search,11400,991,44.45,69
CAMP00018267,118267,2025-09-06,LinkedIn_B2B,LinkedIn,627,22,66.19,1
CAMP00018268,118268,2025-03-23,SEO_Product,Organic Search,18179,1568,210.82,139
CAMP00018269,118269,2022-02-17,Facebook_Retargeting,Facebook Ads,5955,115,125.37,3
CAMP00018270,118270,2023-10-06,SEO_Product,Organic Search,8958,831,125.1,78
CAMP00018271,118271,2025-11-26,Instagram_Stories,Instagram,9029,356,201.56,15
CAMP00018272,118272,2022-07-29,Facebook_Retargeting,Facebook Ads,2636,98,74.36,4
CAMP00018273,118273,2025-07-09,Google_Remarketing,Google Ads,17893,1080,1402.88,54
CAMP00018274,118274,2023-12-23,LinkedIn_LeadGen,LinkedIn,7912,319,1083.85,28
CAMP00018275,118275,2022-01-03,Email_Promotion,Email,4795,605,32.08,109
CAMP00018276,118276,2022-11-06,Referral_Partner,Referral,325,85,7.34,13
CAMP00018277,118277,2024-04-23,Instagram_Stories,Instagram,1569,25,8.07,1
CAMP00018278,118278,2024-08-14,Referral_Partner,Referral,518,70,4.3,8
CAMP00018279,118279,2023-11-02,Facebook_LeadGen,Facebook Ads,11757,444,178.19,25
CAMP00018280,118280,2023-11-12,Google_Remarketing,Google Ads,6108,334,669.47,31
CAMP00018281,118281,2025-07-29,LinkedIn_LeadGen,LinkedIn,19375,723,1624.27,98
CAMP00018282,118282,2022-07-23,Google_Display,Google Ads,763,41,62.6,1
CAMP00018283,118283,2023-01-13,Referral_Partner,Referral,973,177,37.45,17
CAMP00018284,118284,2023-12-17,Instagram_Reels,Instagram,13343,498,148.33,22
CAMP00018285,118285,2023-08-31,Google_Display,Google Ads,1849,112,259.57,6
CAMP00018286,118286,2022-11-26,Facebook_LeadGen,Facebook Ads,9641,417,428.4,11
CAMP00018287,118287,2024-07-28,Email_ProductUpdate,Email,1734,378,20.64,54
CAMP00018288,118288,2024-12-30,Email_ProductUpdate,Email,4492,671,19.09,81
CAMP00018289,118289,2022-12-23,SEO_Brand,Organic Search,14043,1358,102.66,169
CAMP00018290,118290,2026-02-24,Google_Search,Google Ads,18749,610,1240.81,28
CAMP00018291,118291,2022-02-02,Google_Display,Google Ads,18124,1418,2693.78,108
CAMP00018292,118292,2024-06-09,Email_Promotion,Email,4470,665,53.4,127
CAMP00018293,118293,2026-06-25,Referral_Program,Referral,359,46,14.32,6
CAMP00018294,118294,2025-05-18,Referral_Invite,Referral,1219,125,16.2,27
CAMP00018295,118295,2024-07-08,LinkedIn_B2B,LinkedIn,17782,272,947.39,37
CAMP00018296,118296,2025-04-11,Instagram_Influencer,Instagram,13035,500,438.87,16
CAMP00018297,118297,2025-02-26,Facebook_LeadGen,Facebook Ads,8686,205,194.8,7
CAMP00018298,118298,2025-11-22,SEO_Product,Organic Search,13078,915,90.25,66
CAMP00018299,118299,2024-05-12,Instagram_Reels,Instagram,7257,120,51.14,7
CAMP00018300,118300,2026-01-07,Facebook_Retargeting,Facebook Ads,725,21,13.62,1
CAMP00018301,118301,2024-03-26,SEO_Content,Organic Search,6944,453,39.82,51
CAMP00018302,118302,2024-08-04,LinkedIn_LeadGen,LinkedIn,10475,174,331.48,20
CAMP00018303,118303,2023-04-28,Facebook_Conversion,Facebook Ads,11657,344,130.35,22
CAMP00018304,118304,2023-06-01,Facebook_Retargeting,Facebook Ads,5831,160,164.4,9
CAMP00018305,118305,2025-12-23,SEO_Brand,Organic Search,4653,297,64.82,38
CAMP00018306,118306,2024-01-28,SEO_Product,Organic Search,5020,293,28.66,35
CAMP00018307,118307,2025-05-04,Facebook_LeadGen,Facebook Ads,4546,200,219.23,10
CAMP00018308,118308,2023-11-05,Instagram_Influencer,Instagram,3423,91,25.71,3
CAMP00018309,118309,2024-09-02,Instagram_Reels,Instagram,10889,376,101.11,13
CAMP00018310,118310,2025-10-18,Facebook_Conversion,Facebook Ads,16000,633,529.11,21
CAMP00018311,118311,2024-03-28,Facebook_Conversion,Facebook Ads,9651,264,217.77,8
CAMP00018312,118312,2023-08-20,Google_Remarketing,Google Ads,7149,418,488.61,39
CAMP00018313,118313,2022-03-15,Google_Search,Google Ads,7945,285,436.14,15
CAMP00018314,118314,2023-04-25,Instagram_Influencer,Instagram,9281,284,270.82,9
CAMP00018315,118315,2026-04-07,Facebook_Conversion,Facebook Ads,4143,162,71.42,11
CAMP00018316,118316,2024-11-02,Google_Display,Google Ads,17810,949,1227.72,50
CAMP00018317,118317,2022-07-14,SEO_Product,Organic Search,5145,321,42.08,46
CAMP00018318,118318,2024-04-14,SEO_Brand,Organic Search,4452,362,44.13,25
CAMP00018319,118319,2024-05-16,SEO_Product,Organic Search,13548,663,112.19,49
CAMP00018320,118320,2026-04-27,Facebook_Conversion,Facebook Ads,18852,418,141.59,18
